Column1,Season,Episode,Sentence,Name,Allegiance ,N_serie,N_Season,Emision Date
20054,Season 6,the winds of winter,I take full responsibility for my many sins and unburden myself of my desires My only remaining wish is to devote my life to the Seven May I be a living example of their grace for others to witness,Loras Tyrell,House Tyrell,60,10,26/06/2016
20055,Season 6,the winds of winter,You understand fully what this means?,High Sparrow,Other,60,10,26/06/2016
20056,Season 6,the winds of winter,I do I will abandon the Tyrell name and all that goes with it I will renounce my lordship and my claims on Highgarden I will never marry and I will never father children,Loras Tyrell,House Tyrell,60,10,26/06/2016
20057,Season 6,the winds of winter,Brother Loras,High Sparrow,Other,60,10,26/06/2016
20058,Season 6,the winds of winter,I ask you to dedicate your life to the seven gods,High Sparrow,Other,60,10,26/06/2016
20059,Season 6,the winds of winter,Will you fight to defend your faith against heretics and apostates?,High Sparrow,Other,60,10,26/06/2016
20060,Season 6,the winds of winter,I will,Loras Tyrell,House Tyrell,60,10,26/06/2016
20062,Season 6,the winds of winter,"Faith is the way, Father",Margaery Tyrell,House Tyrell,60,10,26/06/2016
20063,Season 6,the winds of winter,All right I’m ready,Tommen Baratheon,House Baratheon,60,10,26/06/2016
20064,Season 6,the winds of winter,"I have to go, I’m I’m late for the trial",Tommen Baratheon,House Baratheon,60,10,26/06/2016
20065,Season 6,the winds of winter,You mutilated him You gave me your word,Margaery Tyrell,House Tyrell,60,10,26/06/2016
20066,Season 6,the winds of winter,"I’ve kept my word Once the queen mother’s trial is concluded, Brother Loras is free to leave",High Sparrow,Other,60,10,26/06/2016
20067,Season 6,the winds of winter,And where is the queen mother?,Margaery Tyrell,House Tyrell,60,10,26/06/2016
20068,Season 6,the winds of winter,Her litter never left the Red Keep,Lancel Lannister,Other,60,10,26/06/2016
20069,Season 6,the winds of winter,It appears the queen mother doesn’t wish to attend her own trial,High Sparrow,Other,60,10,26/06/2016
20070,Season 6,the winds of winter,Go to the Red Keep and show her the way,High Sparrow,Other,60,10,26/06/2016
20071,Season 6,the winds of winter,Get the others,Lancel Lannister,Other,60,10,26/06/2016
20072,Season 6,the winds of winter,Where’s the king?,Grand Maester Pycelle,House Baratheon,60,10,26/06/2016
20073,Season 6,the winds of winter,"Elsewhere, I’m afraid",Maester Qyburn,House Lannister,60,10,26/06/2016
20074,Season 6,the winds of winter,What’s the meaning of this? I was told that I have more important things to do with my time than waste them in the presence-,Grand Maester Pycelle,House Baratheon,60,10,26/06/2016
20075,Season 6,the winds of winter,"Please, Grand Maester I bear you no ill will Please forgive me if you can",Maester Qyburn,House Lannister,60,10,26/06/2016
20076,Season 6,the winds of winter,"This pains me, my lord Whatever your faults, you do not deserve to die alone in such a cold, dark place But sometimes before we can usher in the new, the old must be put to rest",Maester Qyburn,House Lannister,60,10,26/06/2016
20077,Season 6,the winds of winter,"The longer you wait, the worse it’ll be for you",Lancel Lannister,Other,60,10,26/06/2016
20078,Season 6,the winds of winter,What are you doing?,Lancel Lannister,Other,60,10,26/06/2016
20079,Season 6,the winds of winter,There’s something wrong,Margaery Tyrell,House Tyrell,60,10,26/06/2016
20080,Season 6,the winds of winter,"You have nothing to fear, Your Grace The trial will begin shortly",High Sparrow,Other,60,10,26/06/2016
20081,Season 6,the winds of winter,Cersei is not here Tommen is not here Why do you think they are not here?,Margaery Tyrell,House Tyrell,60,10,26/06/2016
20082,Season 6,the winds of winter,"If the accused is not here, she will be tried regardless We cannot escape the justice of the gods-",High Sparrow,Other,60,10,26/06/2016
20083,Season 6,the winds of winter,"Forget about the bloody gods and listen to what I’m telling you Cersei understands the consequences of her absence and she is absent anyway, which means she does not intend to suffer those consequences The trial can wait We all need to leave",Margaery Tyrell,House Tyrell,60,10,26/06/2016
20084,Season 6,the winds of winter,We all need to leave now,Margaery Tyrell,House Tyrell,60,10,26/06/2016
20085,Season 6,the winds of winter,Loras Stay with me,Margaery Tyrell,House Tyrell,60,10,26/06/2016
20086,Season 6,the winds of winter,Let me through Let me through Get out of my way,Margaery Tyrell,House Tyrell,60,10,26/06/2016
20087,Season 6,the winds of winter,Let us through,Margaery Tyrell,House Tyrell,60,10,26/06/2016
20088,Season 6,the winds of winter,Confess Confess,Cersei Lannister,House Lannister,60,10,26/06/2016
20089,Season 6,the winds of winter,No,septa unella,,60,10,26/06/2016
20090,Season 6,the winds of winter,Confess,Cersei Lannister,House Lannister,60,10,26/06/2016
20091,Season 6,the winds of winter,"Confess It felt good Beating me, starving me, frightening me, humiliating me You didn’t do it because you cared about my atonement You did it because it felt good I understand I do things because they feel good I drink because it feels good I killed my husband because it felt good to be rid of him I fuck my brother because it feels good to feel him inside me I lie about fucking my brother because it feels good to keep our son safe from hateful hypocrites I killed your High Sparrow and all his little sparrows all his septons, all his septas, all his filthy soldiers, because it felt good to watch them burn It felt good to imagine their shock and their pain No thought has ever given me greater joy Even confessing feels good under the right circumstances",Cersei Lannister,House Lannister,60,10,26/06/2016
20092,Season 6,the winds of winter,You’ve always been quiet,Cersei Lannister,House Lannister,60,10,26/06/2016
20093,Season 6,the winds of winter,I said my face would be the last thing you saw before you died Do you remember?,Cersei Lannister,House Lannister,60,10,26/06/2016
20094,Season 6,the winds of winter,Good I’m glad to see your face I’m ready to meet the gods,septa unella,,60,10,26/06/2016
20095,Season 6,the winds of winter,What? Now? Today? You’re not going to die today You’re not going to die for quite a while Ser Gregor,Cersei Lannister,House Lannister,60,10,26/06/2016
20096,Season 6,the winds of winter,"This is Ser Gregor Clegane He’s quiet, too",Cersei Lannister,House Lannister,60,10,26/06/2016
20097,Season 6,the winds of winter,Your gods have forsaken you This is your god now,Cersei Lannister,House Lannister,60,10,26/06/2016
20098,Season 6,the winds of winter,No,septa unella,,60,10,26/06/2016
20099,Season 6,the winds of winter,Shame,Cersei Lannister,House Lannister,60,10,26/06/2016
20100,Season 6,the winds of winter,Shame,Cersei Lannister,House Lannister,60,10,26/06/2016
20101,Season 6,the winds of winter,Shame,Cersei Lannister,House Lannister,60,10,26/06/2016
20103,Season 6,the winds of winter,For House Lannister,Walder Frey,House Frey,60,10,26/06/2016
20105,Season 6,the winds of winter,For House Frey,Walder Frey,House Frey,60,10,26/06/2016
20107,Season 6,the winds of winter,"May we stand together through the centuries, good friends to the last",Walder Frey,House Frey,60,10,26/06/2016
20108,Season 6,the winds of winter,"And when we drive our swords through our enemies’ hearts, may we speak the words of our alliance, The Freys and the Lannisters send their regards",Walder Frey,House Frey,60,10,26/06/2016
20109,Season 6,the winds of winter,"You don’t even have to do anything, do you?",Bronn,House Lannister,60,10,26/06/2016
20110,Season 6,the winds of winter,"You just sit there, a rich slab of beef, and all the birds come pecking",Bronn,House Lannister,60,10,26/06/2016
20111,Season 6,the winds of winter,You’re welcome to her,Jaime Lannister,House Lannister,60,10,26/06/2016
20112,Season 6,the winds of winter,She doesn’t want me She wants your golden fingers up her twat,Bronn,House Lannister,60,10,26/06/2016
20113,Season 6,the winds of winter,Those two have their eyes on you,Jaime Lannister,House Lannister,60,10,26/06/2016
20114,Season 6,the winds of winter,"They have their eyes on you, cunt",Bronn,House Lannister,60,10,26/06/2016
20115,Season 6,the winds of winter,Not my type,Jaime Lannister,House Lannister,60,10,26/06/2016
20116,Season 6,the winds of winter,Not blonde enough?,Bronn,House Lannister,60,10,26/06/2016
20117,Season 6,the winds of winter,"Ladies, have you met Ser Bronn of the Blackwater, hero of the Battle of Blackwater Bay",Jaime Lannister,House Lannister,60,10,26/06/2016
20118,Season 6,the winds of winter,There you go,Jaime Lannister,House Lannister,60,10,26/06/2016
20119,Season 6,the winds of winter,Maybe I’m not in the mood,Bronn,House Lannister,60,10,26/06/2016
20120,Season 6,the winds of winter,Fuck it,Bronn,House Lannister,60,10,26/06/2016
20121,Season 6,the winds of winter,No need to call me ser just because I’m an anointed knight,Bronn,House Lannister,60,10,26/06/2016
20122,Season 6,the winds of winter,This came together rather well Your father would be pleased,Walder Frey,House Frey,60,10,26/06/2016
20123,Season 6,the winds of winter,I’m sure he would be,Jaime Lannister,House Lannister,60,10,26/06/2016
20124,Season 6,the winds of winter,Edmure is back in a cell Can’t go killing my son by law It wouldn’t be right Give the family a bad name,Walder Frey,House Frey,60,10,26/06/2016
20125,Season 6,the winds of winter,"So the famous Blackfish killed by footsoldiers, eh? Legendary warrior, everyone said",Walder Frey,House Frey,60,10,26/06/2016
20126,Season 6,the winds of winter,"Have you done much fighting yourself, Lord Frey?",Jaime Lannister,House Lannister,60,10,26/06/2016
20127,Season 6,the winds of winter,I’m a bit old for all that,Walder Frey,House Frey,60,10,26/06/2016
20128,Season 6,the winds of winter,"No, but back in your day",Jaime Lannister,House Lannister,60,10,26/06/2016
20129,Season 6,the winds of winter,"The purpose of fighting is defeating your enemies, isn’t it?",Walder Frey,House Frey,60,10,26/06/2016
20130,Season 6,the winds of winter,I’ve defeated mine Riverrun belonged to House Tully for a thousand years Now it’s mine What do you call that? Victory,Walder Frey,House Frey,60,10,26/06/2016
20131,Season 6,the winds of winter,"Yes, you’re a great conqueror",Jaime Lannister,House Lannister,60,10,26/06/2016
20132,Season 6,the winds of winter,"Go on, mock me, boy You think I mind? The Tullys mocked me for years The Starks mocked me Where are they now? You talk about war as if you’re an expert but the one battle I remember you fighting, you were captured by Robb Stark, the Young Wolf But it doesn’t matter Here we are now, two kingslayers We know what it’s like to have them grovel to our faces and snigger behind our backs We don’t mind, do we? Fear is a marvelous thing",Walder Frey,House Frey,60,10,26/06/2016
20133,Season 6,the winds of winter,"They don’t fear the Freys, though They fear the Lannisters We gave you the Riverlands to hold the Riverlands If we have to ride north and take them back for you every time you lose them, why do we need you?",Jaime Lannister,House Lannister,60,10,26/06/2016
20134,Season 6,the winds of winter,Show me,Cersei Lannister,House Lannister,60,10,26/06/2016
20135,Season 6,the winds of winter,"Your Grace, there’s no need-",Maester Qyburn,House Lannister,60,10,26/06/2016
20136,Season 6,the winds of winter,Show me,Cersei Lannister,House Lannister,60,10,26/06/2016
20137,Season 6,the winds of winter,"What are your thoughts concerning the king’s funeral? As the Sept of Baelor is no longer an option, perhaps a ceremony in the throne room?",Maester Qyburn,House Lannister,60,10,26/06/2016
20138,Season 6,the winds of winter,"He should be with his grandfather, his brother, his sister Burn him and bury his ashes where the sept once stood",Cersei Lannister,House Lannister,60,10,26/06/2016
20139,Season 6,the winds of winter,Hello,Samwell Tarly,Night's Watch,60,10,26/06/2016
20140,Season 6,the winds of winter,From Lord Commander Snow at Castle Black,Samwell Tarly,Night's Watch,60,10,26/06/2016
20141,Season 6,the winds of winter,I’m I’m to be the new maester,Samwell Tarly,Night's Watch,60,10,26/06/2016
20144,Season 6,the winds of winter,He died,Samwell Tarly,Night's Watch,60,10,26/06/2016
20146,Season 6,the winds of winter,Maester Aemon became quite ill shortly after the election He’s since passed away Which is why I’m here,Samwell Tarly,Night's Watch,60,10,26/06/2016
20148,Season 6,the winds of winter,"Yes, well, I suppose that life is irregular",Samwell Tarly,Night's Watch,60,10,26/06/2016
20151,Season 6,the winds of winter,"When we had feasts, our family would sit up here and I’d sit down there",Jon Snow,House Stark,60,10,26/06/2016
20152,Season 6,the winds of winter,"Could have been worse, Jon Snow You had a family You had feasts",Melisandre,Other,60,10,26/06/2016
20153,Season 6,the winds of winter,"Aye, you’re right I was luckier than most",Jon Snow,House Stark,60,10,26/06/2016
20154,Season 6,the winds of winter,What is that?,Jon Snow,House Stark,60,10,26/06/2016
20155,Season 6,the winds of winter,Tell him Tell him who it belonged to,Davos Seaworth,House Baratheon,60,10,26/06/2016
20156,Season 6,the winds of winter,The Princess Shireen,Melisandre,Other,60,10,26/06/2016
20157,Season 6,the winds of winter,Tell him what you did to her Tell him,Davos Seaworth,House Baratheon,60,10,26/06/2016
20158,Season 6,the winds of winter,We burned her at the stake,Melisandre,Other,60,10,26/06/2016
20159,Season 6,the winds of winter,Why?,Davos Seaworth,House Baratheon,60,10,26/06/2016
20160,Season 6,the winds of winter,The army was trapped The horses were dying It was the only way,Melisandre,Other,60,10,26/06/2016
20161,Season 6,the winds of winter,You burned a little girl alive,Davos Seaworth,House Baratheon,60,10,26/06/2016
20162,Season 6,the winds of winter,I only do what my Lord commands,Melisandre,Other,60,10,26/06/2016
20163,Season 6,the winds of winter,"If he commands you to burn children, your Lord is evil",Davos Seaworth,House Baratheon,60,10,26/06/2016
20164,Season 6,the winds of winter,We are standing here because of him Jon Snow is alive because the Lord willed it,Melisandre,Other,60,10,26/06/2016
20165,Season 6,the winds of winter,I loved that girl like she was my own She was good She was kind And you killed her,Davos Seaworth,House Baratheon,60,10,26/06/2016
20166,Season 6,the winds of winter,So did her father So did her mother Her own blood knew it was the only way,Melisandre,Other,60,10,26/06/2016
20167,Season 6,the winds of winter,"The only way for what? They all died anyway! You told everyone Stannis was the one You had him believing it, all of them fooled And you lied",Davos Seaworth,House Baratheon,60,10,26/06/2016
20168,Season 6,the winds of winter,I didn’t lie I was wrong,Melisandre,Other,60,10,26/06/2016
20169,Season 6,the winds of winter,"Aye, you were wrong How many died because you were wrong?",Davos Seaworth,House Baratheon,60,10,26/06/2016
20170,Season 6,the winds of winter,I ask your leave to execute this woman for murder She admits to the crime,Davos Seaworth,House Baratheon,60,10,26/06/2016
20171,Season 6,the winds of winter,Do you have anything to say for yourself?,Jon Snow,House Stark,60,10,26/06/2016
20172,Season 6,the winds of winter,"I’ve been ready to die for many years If the Lord was done with me, so be it, but he’s not You’ve seen the Night King, Jon Snow You know the great war is still to come You know the army of the dead will be upon us soon And you know I can help you win that war",Melisandre,Other,60,10,26/06/2016
20173,Season 6,the winds of winter,"Ride south today If you return to the North, I’ll have you hanged as a murderer",Jon Snow,House Stark,60,10,26/06/2016
20174,Season 6,the winds of winter,"If you ever come back this way, I will execute you myself",Davos Seaworth,House Baratheon,60,10,26/06/2016
20175,Season 6,the winds of winter,I’m having the lord’s chamber prepared for you,Jon Snow,House Stark,60,10,26/06/2016
20176,Season 6,the winds of winter,Mother and Father’s room? You should take it,Sansa Stark,House Stark,60,10,26/06/2016
20177,Season 6,the winds of winter,I’m not a Stark,Jon Snow,House Stark,60,10,26/06/2016
20178,Season 6,the winds of winter,You are to me,Sansa Stark,House Stark,60,10,26/06/2016
20179,Season 6,the winds of winter,You’re the Lady of Winterfell You deserve it We’re standing here because of you The battle was lost until the Knights of the Vale rode in They came because of you You told me Lord Baelish sold you to the Boltons,Jon Snow,House Stark,60,10,26/06/2016
20180,Season 6,the winds of winter,And you trust him?,Jon Snow,House Stark,60,10,26/06/2016
20181,Season 6,the winds of winter,"Only a fool would trust Littlefinger I should have told you about him, about the Knights of the Vale I’m sorry",Sansa Stark,House Stark,60,10,26/06/2016
20182,Season 6,the winds of winter,We need to trust each other We can’t fight a war amongst ourselves We have so many enemies now,Jon Snow,House Stark,60,10,26/06/2016
20183,Season 6,the winds of winter,Jon,Sansa Stark,House Stark,60,10,26/06/2016
20184,Season 6,the winds of winter,A raven came from the Citadel A white raven Winter is here,Sansa Stark,House Stark,60,10,26/06/2016
20185,Season 6,the winds of winter,"Well, Father always promised, didn’t he?",Jon Snow,House Stark,60,10,26/06/2016
20186,Season 6,the winds of winter,"The last time a Tyrell came to Dorne, he was assassinated 100 red scorpions, was it?",Olenna Tyrell,House Tyrell,60,10,26/06/2016
20187,Season 6,the winds of winter,"You have nothing to fear from us, Lady Olenna",Ellaria Sand,House Martell,60,10,26/06/2016
20188,Season 6,the winds of winter,"You murder your own prince, but you expect me to trust you?",Olenna Tyrell,House Tyrell,60,10,26/06/2016
20189,Season 6,the winds of winter,We invited you to Dorne because we needed your help You came to Dorne because you needed our help?,Obara Sand,House Martell,60,10,26/06/2016
20190,Season 6,the winds of winter,What is your name again? Barbaro?,Olenna Tyrell,House Tyrell,60,10,26/06/2016
20191,Season 6,the winds of winter,Obara,Obara Sand,House Martell,60,10,26/06/2016
20192,Season 6,the winds of winter,Obara You look like an angry little boy Don’t presume to tell me what I need,Olenna Tyrell,House Tyrell,60,10,26/06/2016
20193,Season 6,the winds of winter,"Forgive my sister What she lacks in diplomacy, she makes-",Nymeria Sand,House Martell,60,10,26/06/2016
20194,Season 6,the winds of winter,"Do shut up, dear",Olenna Tyrell,House Tyrell,60,10,26/06/2016
20195,Season 6,the winds of winter,Anything from you?,Olenna Tyrell,House Tyrell,60,10,26/06/2016
20196,Season 6,the winds of winter,No? Good Let the grown women speak,Olenna Tyrell,House Tyrell,60,10,26/06/2016
20197,Season 6,the winds of winter,The Lannisters have declared war on House Tyrell They have declared war on Dorne We must be allies now if we wish to survive,Ellaria Sand,House Martell,60,10,26/06/2016
20198,Season 6,the winds of winter,Cersei stole the future from me She killed my son She killed my grandson She killed my granddaughter Survival is not what I’m after now,Olenna Tyrell,House Tyrell,60,10,26/06/2016
20199,Season 6,the winds of winter,You’re absolutely right I chose the wrong words It is not survival I offer It is your heart’s desire,Ellaria Sand,House Martell,60,10,26/06/2016
20200,Season 6,the winds of winter,And what is my heart’s desire?,Olenna Tyrell,House Tyrell,60,10,26/06/2016
20201,Season 6,the winds of winter,Vengeance Justice,Ellaria Sand,House Martell,60,10,26/06/2016
20202,Season 6,the winds of winter,Fire and blood,Varys,House Targaryen,60,10,26/06/2016
20203,Season 6,the winds of winter,Your ships are nearly ready I saw them painting the sails,Daario Naharis,House Targaryen,60,10,26/06/2016
20204,Season 6,the winds of winter,I’m curious to see how the Dothraki do on the poison water,Daario Naharis,House Targaryen,60,10,26/06/2016
20205,Season 6,the winds of winter,You’re not coming with us,Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20206,Season 6,the winds of winter,"New strategy? You want the Second Sons to attack from the west coast? If we take Casterly Rock, the Lannisters will have nowhere to run when you hit King’s Landing",Daario Naharis,House Targaryen,60,10,26/06/2016
20207,Season 6,the winds of winter,You’re not going to Westeros You’re staying here with the Second Sons There’s finally peace in Meereen You will keep the peace while the people choose their own leaders,Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20208,Season 6,the winds of winter,"Fuck Meereen Fuck the people I’m here for you, not them",Daario Naharis,House Targaryen,60,10,26/06/2016
20209,Season 6,the winds of winter,"You promised me My sword is yours My life is yours.” This is what I command If I’m going to rule in Westeros, I’ll need to make alliances The best way to make alliances is with marriage",Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20210,Season 6,the winds of winter,Who are you marrying this time?,Daario Naharis,House Targaryen,60,10,26/06/2016
20211,Season 6,the winds of winter,I don’t know Maybe no one,Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20212,Season 6,the winds of winter,But you need to lure all the noble houses to the table? Are you a queen or fish bait?,Daario Naharis,House Targaryen,60,10,26/06/2016
20213,Season 6,the winds of winter,I can’t bring a lover to Westeros,Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20214,Season 6,the winds of winter,A king wouldn’t think twice about it,Daario Naharis,House Targaryen,60,10,26/06/2016
20215,Season 6,the winds of winter,So that’s what you want? To be my mistress?,Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20216,Season 6,the winds of winter,I’m not proud I don’t care what perfumed aristocrat sits beside you in the throne room I don’t want a crown I want you,Daario Naharis,House Targaryen,60,10,26/06/2016
20217,Season 6,the winds of winter,I love you And I make you happy You know I do Bring me with you Let me fight for you,Daario Naharis,House Targaryen,60,10,26/06/2016
20218,Season 6,the winds of winter,I can’t,Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20219,Season 6,the winds of winter,The dwarf told you to do this,Daario Naharis,House Targaryen,60,10,26/06/2016
20220,Season 6,the winds of winter,No one tells me to do anything,Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20221,Season 6,the winds of winter,Clever fellow Can’t argue with his logic I’m no use to you over there,Daario Naharis,House Targaryen,60,10,26/06/2016
20222,Season 6,the winds of winter,Don’t get angry,Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20223,Season 6,the winds of winter,"I’m not angry I’m full of self-pity Who comes after you? Who can ever follow Daenerys Stormborn, the Mother of Dragons?",Daario Naharis,House Targaryen,60,10,26/06/2016
20224,Season 6,the winds of winter,"A great number of women, I imagine Specific orders will be left for you regarding the welfare of Meereen and the Bay of Dragons",Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20225,Season 6,the winds of winter,Bay of Dragons?,Daario Naharis,House Targaryen,60,10,26/06/2016
20226,Season 6,the winds of winter,"We can’t call it Slaver’s Bay anymore, can we?",Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20227,Season 6,the winds of winter,"You’ll get that throne you want so badly, I’m sure of it I hope it brings you happiness",Daario Naharis,House Targaryen,60,10,26/06/2016
20228,Season 6,the winds of winter,I pity the lord of Westeros They have no idea what’s coming for them,Daario Naharis,House Targaryen,60,10,26/06/2016
20229,Season 6,the winds of winter,"Farewell, Daario Naharis",Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20230,Season 6,the winds of winter,How did he take it?,Tyrion Lannister,House Targaryen,60,10,26/06/2016
20231,Season 6,the winds of winter,No tears,Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20232,Season 6,the winds of winter,"I know it was hard for you You turned away a man who truly loves you because he would have been a liability in the Seven Kingdoms That’s the kind of self-sacrifice that makes for a good ruler, if it’s any consolation",Tyrion Lannister,House Targaryen,60,10,26/06/2016
20233,Season 6,the winds of winter,It’s not,Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20234,Season 6,the winds of winter,"No, I suppose not I’m terrible at consoling",Tyrion Lannister,House Targaryen,60,10,26/06/2016
20235,Season 6,the winds of winter,"Yes, you really are",Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20236,Season 6,the winds of winter,"All right, how about the fact that this is actually happening? You have your armies, you have your ships, you have your dragons Everything you’ve ever wanted since you were old enough to want anything It’s all yours for the taking Are you afraid?",Tyrion Lannister,House Targaryen,60,10,26/06/2016
20237,Season 6,the winds of winter,Good You’re in the great game now And the great game’s terrifying The only people who aren’t afraid of failure are madmen like your father,Tyrion Lannister,House Targaryen,60,10,26/06/2016
20238,Season 6,the winds of winter,Do you know what frightens me? I said farewell to a man who loves me A man I thought I cared for And I felt nothing Just impatient to get on with it,Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20239,Season 6,the winds of winter,He wasn’t the first to love you and he won’t be the last,Tyrion Lannister,House Targaryen,60,10,26/06/2016
20240,Season 6,the winds of winter,"Well, you have completely failed to console me",Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20241,Season 6,the winds of winter,"For what it’s worth, I’ve been a cynic for as long as I can remember Everyone’s always asking me to believe in things family, gods, kings, myself It was often tempting until I saw where belief got people So I said no, thank you to belief And yet here I am",Tyrion Lannister,House Targaryen,60,10,26/06/2016
20242,Season 6,the winds of winter,"I believe in you It’s embarrassing, really I’d swear you my sword, but I don’t actually own a sword",Tyrion Lannister,House Targaryen,60,10,26/06/2016
20243,Season 6,the winds of winter,It’s your counsel I need,Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20244,Season 6,the winds of winter,It’s yours Now and always,Tyrion Lannister,House Targaryen,60,10,26/06/2016
20245,Season 6,the winds of winter,"Good I, um I had something made for you I’m not sure if it’s right",Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20246,Season 6,the winds of winter,"Tyrion Lannister, I name you Hand of the Queen",Daenerys Targaryen,House Targaryen,60,10,26/06/2016
20247,Season 6,the winds of winter,"You’re not one of mine, are you?",Walder Frey,House Frey,60,10,26/06/2016
20249,Season 6,the winds of winter,Didn’t think so Too pretty,Walder Frey,House Frey,60,10,26/06/2016
20250,Season 6,the winds of winter,Where are my damn moron sons? Black Walder and Lothar promised to be here by midday,Walder Frey,House Frey,60,10,26/06/2016
20252,Season 6,the winds of winter,"Well, what are they doing, trimming their cunt hairs? Tell them to come here now",Walder Frey,House Frey,60,10,26/06/2016
20256,Season 6,the winds of winter,What,Walder Frey,House Frey,60,10,26/06/2016
20257,Season 6,the winds of winter,My name is Arya Stark I want you to know that The last thing you’re ever going to see is a Stark smiling down at you as you die,Arya Stark,House Stark,60,10,26/06/2016
20258,Season 6,the winds of winter,"Forgive me, my lady if you’re at prayer",Lord Baelish,Other,60,10,26/06/2016
20259,Season 6,the winds of winter,"I’m done with all that I came here every day when I was a girl I prayed to be somewhere else Back then I only ever thought about what I wanted, never about what I had",Sansa Stark,House Stark,60,10,26/06/2016
20260,Season 6,the winds of winter,I was a stupid girl,Sansa Stark,House Stark,60,10,26/06/2016
20261,Season 6,the winds of winter,You were a child,Lord Baelish,Other,60,10,26/06/2016
20262,Season 6,the winds of winter,What do you want?,Sansa Stark,House Stark,60,10,26/06/2016
20263,Season 6,the winds of winter,I thought you knew what I wanted,Lord Baelish,Other,60,10,26/06/2016
20264,Season 6,the winds of winter,I was wrong,Sansa Stark,House Stark,60,10,26/06/2016
20265,Season 6,the winds of winter,"No, you weren’t Every time I’m faced with a decision, I close my eyes and see the same picture Whenever I consider an action, I ask myself will this action help to make this picture a reality? Pull it out of my mind and into the world? And I only act if the answer is yes A picture of me on the Iron Throne and you by my side",Lord Baelish,Other,60,10,26/06/2016
20266,Season 6,the winds of winter,It’s a pretty picture,Sansa Stark,House Stark,60,10,26/06/2016
20267,Season 6,the winds of winter,News of this battle will spread quickly through the Seven Kingdoms I’ve declared for House Stark for all to hear,Lord Baelish,Other,60,10,26/06/2016
20268,Season 6,the winds of winter,"You’ve declared for other houses before, Lord Baelish It’s never stopped you from serving yourself",Sansa Stark,House Stark,60,10,26/06/2016
20269,Season 6,the winds of winter,"The past is gone for good You can sit here mourning its departure or you can prepare for the future You, my love, are the future of House Stark Who should the North rally behind? A trueborn daughter of Ned and Catelyn Stark born here at Winterfell or a motherless bastard born in the south?",Lord Baelish,Other,60,10,26/06/2016
20270,Season 6,the winds of winter,This is where I leave you,Benjen Stark,Night's Watch,60,10,26/06/2016
20271,Season 6,the winds of winter,You’re not coming with us?,Meera Reed,House Stark,60,10,26/06/2016
20272,Season 6,the winds of winter,"The Wall is not just ice and stone Ancient spells were carved into its foundations Strong magic to protect men from what lies beyond And while it stands, the dead cannot pass I cannot pass",Benjen Stark,Night's Watch,60,10,26/06/2016
20273,Season 6,the winds of winter,Where will you go?,Meera Reed,House Stark,60,10,26/06/2016
20274,Season 6,the winds of winter,The great war is coming and I still fight for the living I’ll do what I can as long as I can,Benjen Stark,Night's Watch,60,10,26/06/2016
20275,Season 6,the winds of winter,"Thank you, Uncle Benjen",Bran Stark,House Stark,60,10,26/06/2016
20276,Season 6,the winds of winter,I wish you both good fortune,Benjen Stark,Night's Watch,60,10,26/06/2016
20277,Season 6,the winds of winter,Are you sure you’re ready for this?,Meera Reed,House Stark,60,10,26/06/2016
20278,Season 6,the winds of winter,I’m the Three-Eyed Raven now I have to be ready for this,Bran Stark,House Stark,60,10,26/06/2016
20279,Season 6,the winds of winter,Ned?,Lyanna Mormont,House Stark,60,10,26/06/2016
20280,Season 6,the winds of winter,Lyanna,Eddard Stark,House Stark,60,10,26/06/2016
20281,Season 6,the winds of winter,Is that you? Is that really you?,Lyanna Mormont,House Stark,60,10,26/06/2016
20282,Season 6,the winds of winter,You’re not a dream,Lyanna Mormont,House Stark,60,10,26/06/2016
20283,Season 6,the winds of winter,"No, I’m not a dream I’m here Right here",Eddard Stark,House Stark,60,10,26/06/2016
20284,Season 6,the winds of winter,"I’ve missed you, big brother",Lyanna Mormont,House Stark,60,10,26/06/2016
20285,Season 6,the winds of winter,"I’ve missed you, too",Eddard Stark,House Stark,60,10,26/06/2016
20286,Season 6,the winds of winter,I want to be brave,Lyanna Mormont,House Stark,60,10,26/06/2016
20287,Season 6,the winds of winter,Shh You are,Eddard Stark,House Stark,60,10,26/06/2016
20288,Season 6,the winds of winter,I’m not,Lyanna Mormont,House Stark,60,10,26/06/2016
20289,Season 6,the winds of winter,I don’t want to die,Lyanna Mormont,House Stark,60,10,26/06/2016
